날짜,종가,오픈,고가,저가,거래량,변동 %
2018년 12월 17일,2071.09,2071.21,2075.93,2065.51,444.52M,0.08%
2018년 12월 14일,2069.38,2095.64,2095.64,2061.4,448.24M,-1.25%
2018년 12월 13일,2095.55,2087.43,2104.43,2084.37,379.82M,0.62%
2018년 12월 12일,2082.57,2062.77,2084.77,2061.13,457.13M,1.44%
2018년 12월 11일,2052.97,2058.16,2060.94,2047.17,273.93M,-0.04%
2018년 12월 10일,2053.79,2048.45,2061.78,2043.21,344.16M,-1.06%
2018년 12월 07일,2075.76,2081.68,2086.84,2065.62,371.59M,0.34%
2018년 12월 06일,2068.69,2094.62,2094.62,2064,537.41M,-1.55%
2018년 12월 05일,2101.31,2086.57,2107.69,2086.57,492.72M,-0.62%
2018년 12월 04일,2114.35,2125.67,2128.94,2105.45,507.52M,-0.82%
2018년 12월 03일,2131.93,2127.78,2136.64,2113.6,436.59M,1.67%
2018년 11월 30일,2096.86,2116.83,2122.33,2093.83,427.35M,-0.82%
2018년 11월 29일,2114.1,2133.95,2136.74,2108.9,307.23M,0.28%
2018년 11월 28일,2108.22,2104.13,2108.65,2094.32,300.08M,0.42%
2018년 11월 27일,2099.42,2091.75,2102.29,2079.49,239.21M,0.79%
2018년 11월 26일,2083.02,2060.17,2083.96,2060.17,237.71M,1.24%
2018년 11월 23일,2057.48,2073.26,2075.91,2047.96,227.20M,-0.60%
2018년 11월 22일,2069.95,2079.01,2081.75,2066.2,242.50M,-0.32%
2018년 11월 21일,2076.55,2057.07,2077.49,2049.76,267.90M,-0.29%
2018년 11월 20일,2082.58,2074.67,2089.54,2074.67,281.68M,-0.86%
2018년 11월 19일,2100.56,2096.13,2111.39,2089.37,273.20M,0.39%
2018년 11월 16일,2092.4,2097.94,2103.11,2086.54,301.60M,0.21%
2018년 11월 15일,2088.06,2061.47,2088.61,2058.73,351.04M,0.97%
2018년 11월 14일,2068.05,2071.41,2075.12,2060.86,339.05M,-0.15%
2018년 11월 13일,2071.23,2047.62,2072.03,2032.05,383.42M,-0.44%
2018년 11월 12일,2080.44,2065.92,2087.24,2065.52,295.53M,-0.27%
2018년 11월 09일,2086.09,2093.89,2101.92,2082.47,298.07M,-0.31%
2018년 11월 08일,2092.63,2109.97,2120.88,2092.36,328.03M,0.67%
2018년 11월 07일,2078.69,2090.32,2107.63,2072.48,485.22M,-0.52%
2018년 11월 06일,2089.62,2085.81,2092.61,2068.59,315.82M,0.61%
2018년 11월 05일,2076.92,2079.81,2080.49,2052.67,361.30M,-0.91%
2018년 11월 02일,2096,2046.61,2096.63,2044.94,371.98M,3.53%
2018년 11월 01일,2024.46,2035.11,2054.22,2023.43,343.81M,-0.26%
2018년 10월 31일,2029.69,2022.84,2030.5,2006.63,373.03M,0.74%
2018년 10월 30일,2014.69,1985.95,2028.84,1985.95,441.58M,0.93%
2018년 10월 29일,1996.05,2026.68,2045.76,1993.77,427.30M,-1.53%
2018년 10월 26일,2027.15,2066.57,2066.57,2008.86,449.20M,-1.75%
2018년 10월 25일,2063.3,2046.67,2066.06,2033.81,376.01M,-1.63%
2018년 10월 24일,2097.58,2119.19,2121.36,2092.1,399.73M,-0.40%
2018년 10월 23일,2106.1,2147.3,2148.8,2094.69,373.47M,-2.57%
2018년 10월 22일,2161.71,2143.08,2163.21,2136.92,308.74M,0.25%
2018년 10월 19일,2156.26,2130.06,2158.78,2117.62,351.77M,0.37%
2018년 10월 18일,2148.31,2158.8,2168.01,2146.61,321.76M,-0.89%
2018년 10월 17일,2167.51,2169.44,2182.77,2159.37,275.16M,1.04%
2018년 10월 16일,2145.12,2156,2161.76,2140.19,222.51M,0.00%
2018년 10월 15일,2145.12,2155.34,2159.23,2141.28,259.18M,-0.77%
2018년 10월 12일,2161.85,2131.66,2173.01,2129.13,292.57M,1.51%
2018년 10월 11일,2129.67,2176.16,2186.69,2129.67,411.92M,-4.44%
2018년 10월 10일,2228.61,2256.03,2257.52,2222.95,365.68M,-1.12%
2018년 10월 08일,2253.83,2258.73,2273.71,2253.83,214.64M,-0.60%
2018년 10월 05일,2267.52,2269.94,2278.12,2250.99,282.14M,-0.31%
2018년 10월 04일,2274.49,2311.06,2311.06,2270.22,309.50M,-1.52%
2018년 10월 02일,2309.57,2338.28,2341.55,2308.9,287.87M,-1.25%
2018년 10월 01일,2338.88,2349.64,2352.11,2333.32,278.31M,-0.18%
2018년 09월 28일,2343.07,2356.13,2356.62,2337.47,317.87M,-0.52%
2018년 09월 27일,2355.43,2331.7,2355.43,2331.7,279.23M,0.70%
2018년 09월 21일,2339.17,2332.04,2339.17,2325.12,321.70M,0.68%
2018년 09월 20일,2323.45,2314.41,2334.04,2311.56,289.08M,0.65%
2018년 09월 19일,2308.46,2319.22,2319.22,2301.79,350.95M,-0.02%
2018년 09월 18일,2308.98,2287.73,2310.97,2287.42,309.24M,0.26%
2018년 09월 17일,2303.01,2314.55,2314.55,2295.26,343.17M,-0.66%
2018년 09월 14일,2318.25,2304.7,2318.65,2304.15,292.24M,1.40%
2018년 09월 13일,2286.23,2285.28,2291.51,2281.63,301.31M,0.14%
2018년 09월 12일,2282.92,2286.28,2289.66,2271,336.83M,-0.01%
2018년 09월 11일,2283.2,2286.91,2295.76,2275.13,368.21M,-0.24%
2018년 09월 10일,2288.66,2277.35,2289.38,2276.6,312.61M,0.31%
2018년 09월 07일,2281.58,2278.08,2286.82,2264.9,357.56M,-0.26%
2018년 09월 06일,2287.61,2288.8,2298.47,2284.5,387.51M,-0.18%
2018년 09월 05일,2291.77,2310.9,2315.43,2288.01,358.19M,-1.03%
2018년 09월 04일,2315.72,2308.96,2317.74,2302.17,277.01M,0.38%
2018년 09월 03일,2307.03,2317.93,2318.72,2302.17,230.51M,-0.68%
2018년 08월 31일,2322.88,2298.13,2322.88,2295.72,255.91M,0.67%
2018년 08월 30일,2307.35,2313.11,2320.85,2305.46,286.93M,-0.07%
2018년 08월 29일,2309.03,2304.66,2309.88,2300.21,268.21M,0.26%
2018년 08월 28일,2303.12,2312.14,2314.6,2299.45,276.89M,0.17%
2018년 08월 27일,2299.3,2297.32,2302.87,2289.41,307.04M,0.27%
2018년 08월 24일,2293.21,2276.16,2295.22,2271.35,347.29M,0.46%
2018년 08월 23일,2282.6,2282.57,2282.88,2268.06,338.39M,0.41%
2018년 08월 22일,2273.33,2273.68,2280.31,2268.91,269.27M,0.14%
2018년 08월 21일,2270.06,2248.04,2272.86,2244.59,294.34M,0.99%
2018년 08월 20일,2247.88,2257.35,2264.42,2245.06,271.60M,0.04%
2018년 08월 17일,2247.05,2244.61,2250.92,2240.14,238.38M,0.28%
2018년 08월 16일,2240.8,2233.05,2244.08,2218.09,312.52M,-0.80%
2018년 08월 14일,2258.91,2249.86,2262.52,2247.37,255.22M,0.47%
2018년 08월 13일,2248.45,2266.43,2271.82,2238.55,335.38M,-1.50%
2018년 08월 10일,2282.79,2295.21,2295.62,2277.89,286.16M,-0.91%
2018년 08월 09일,2303.71,2303.04,2303.71,2291.91,244.88M,0.10%
2018년 08월 08일,2301.45,2305.73,2308.6,2298.41,299.69M,0.06%
2018년 08월 07일,2300.16,2290.85,2301.27,2279.55,230.34M,0.60%
2018년 08월 06일,2286.5,2288.51,2300.38,2283.26,244.55M,-0.05%
2018년 08월 03일,2287.68,2278.33,2288.93,2272.94,270.49M,0.77%
2018년 08월 02일,2270.2,2304.14,2306.72,2265.46,352.06M,-1.60%
2018년 08월 01일,2307.07,2301.17,2312.65,2301.13,219.03M,0.51%
2018년 07월 31일,2295.26,2292.23,2296.6,2286.02,223.93M,0.08%
2018년 07월 30일,2293.51,2290.18,2296.91,2283.29,206.50M,-0.06%
2018년 07월 27일,2294.99,2292.33,2295.27,2284.44,262.14M,0.26%
2018년 07월 26일,2289.06,2284.51,2297.16,2276.54,303.33M,0.71%
2018년 07월 25일,2273.03,2284.38,2292.61,2269.67,309.32M,-0.31%
2018년 07월 24일,2280.2,2273.15,2284.43,2263.13,436.13M,0.48%
2018년 07월 23일,2269.31,2289.61,2289.61,2264.42,334.29M,-0.87%
2018년 07월 20일,2289.19,2281.36,2293.34,2269.55,353.24M,0.30%
2018년 07월 19일,2282.29,2298.91,2300.18,2278.94,464.52M,-0.34%
2018년 07월 18일,2290.11,2313.78,2319.39,2287.1,402.77M,-0.34%
2018년 07월 17일,2297.92,2302.95,2306.07,2290.24,379.03M,-0.18%
2018년 07월 16일,2301.99,2312.26,2317.84,2299.79,297.12M,-0.39%
2018년 07월 13일,2310.9,2293.07,2313.8,2293.07,291.56M,1.13%
2018년 07월 12일,2285.06,2285.93,2298.56,2277.73,364.41M,0.19%
2018년 07월 11일,2280.62,2277.22,2287.08,2262.77,422.99M,-0.59%
2018년 07월 10일,2294.16,2299.09,2305.84,2292.13,339.92M,0.37%
2018년 07월 09일,2285.8,2276.92,2294.61,2267.25,352.64M,0.57%
2018년 07월 06일,2272.87,2261.44,2283.75,2247.35,344.43M,0.68%
2018년 07월 05일,2257.55,2264.74,2274.74,2243.9,346.88M,-0.35%
2018년 07월 04일,2265.46,2270.95,2280.81,2261.34,315.10M,-0.32%
2018년 07월 03일,2272.76,2285.88,2287.39,2252.36,366.03M,0.05%
2018년 07월 02일,2271.54,2322.23,2327.59,2271.53,393.26M,-2.35%
2018년 06월 29일,2326.13,2325.68,2329.58,2296.39,396.66M,0.51%
2018년 06월 28일,2314.24,2327.37,2335.35,2310.8,414.37M,-1.19%
2018년 06월 27일,2342.03,2349.38,2358.71,2342.02,526.62M,-0.38%
2018년 06월 26일,2350.92,2334.75,2358.01,2326.61,470.91M,-0.30%
2018년 06월 25일,2357.88,2351.89,2361.39,2337.22,415.08M,0.03%
2018년 06월 22일,2357.22,2323.08,2357.4,2320.76,537.26M,0.83%
2018년 06월 21일,2337.83,2364.16,2370.58,2337.83,438.26M,-1.10%
2018년 06월 20일,2363.91,2350.24,2374.52,2345.22,456.00M,1.02%
2018년 06월 19일,2340.11,2373.12,2379.49,2336.54,606.30M,-1.52%
2018년 06월 18일,2376.24,2404.68,2405.56,2365.31,564.82M,-1.16%
2018년 06월 15일,2404.04,2432.18,2433.51,2403.97,502.36M,-0.80%
2018년 06월 14일,2423.48,2450.86,2451.95,2422.37,533.45M,-1.84%
2018년 06월 12일,2468.83,2474.78,2479.56,2462.84,613.17M,-0.05%
2018년 06월 11일,2470.15,2454.25,2470.99,2448,427.95M,0.76%
2018년 06월 08일,2451.58,2467.88,2468.27,2449.11,530.16M,-0.77%
2018년 06월 07일,2470.58,2468.26,2478.67,2466.01,474.15M,0.69%
2018년 06월 05일,2453.76,2450.39,2455.78,2432.81,501.36M,0.25%
2018년 06월 04일,2447.76,2444.62,2452.67,2441.25,438.93M,0.36%
2018년 06월 01일,2438.96,2419.63,2445.31,2418.11,603.02M,0.66%
2018년 05월 31일,2423.01,2428.83,2430.15,2415.5,816.93M,0.58%
2018년 05월 30일,2409.03,2446.81,2449.88,2399.58,575.92M,-1.96%
2018년 05월 29일,2457.25,2476.7,2479.68,2457.18,571.84M,-0.88%
2018년 05월 28일,2478.96,2465,2482.4,2463.14,708.36M,0.74%
2018년 05월 25일,2460.8,2452.8,2466.57,2444.77,653.59M,-0.21%
2018년 05월 24일,2466.01,2477.48,2481.31,2457.84,638.12M,-0.24%
2018년 05월 23일,2471.91,2462.98,2476.86,2460.07,752.68M,0.26%
2018년 05월 21일,2465.57,2464.07,2472.3,2447.69,588.09M,0.20%
2018년 05월 18일,2460.65,2459.73,2461.95,2452.34,431.38M,0.50%
2018년 05월 17일,2448.45,2468.72,2472.82,2448.43,596.77M,-0.46%
2018년 05월 16일,2459.82,2446.64,2465.55,2444.67,691.81M,0.05%
2018년 05월 15일,2458.54,2476.87,2480.22,2456.2,712.62M,-0.71%
2018년 05월 14일,2476.11,2482.97,2486.17,2471.91,650.71M,-0.06%
2018년 05월 11일,2477.71,2469.3,2483.85,2468.41,599.90M,0.55%
2018년 05월 10일,2464.16,2458.67,2464.72,2448.01,490.00M,0.83%
2018년 05월 09일,2443.98,2450.71,2451.86,2428.79,593.37M,-0.24%
2018년 05월 08일,2449.81,2468.45,2479.75,2444.08,714.73M,-0.47%
2018년 05월 04일,2461.38,2486.47,2487.77,2461.38,612.02M,-1.04%
2018년 05월 03일,2487.25,2506.94,2507.91,2487.25,614.10M,-0.73%
2018년 05월 02일,2505.61,2515.75,2516.57,2501.71,807.59M,-0.39%
2018년 04월 30일,2515.38,2502.29,2515.38,2500.22,746.29M,0.92%
2018년 04월 27일,2492.4,2497.75,2508.13,2484.19,464.96M,0.68%
2018년 04월 26일,2475.64,2460.62,2484.09,2456.2,520.92M,1.10%
2018년 04월 25일,2448.81,2444.19,2453.54,2436.51,466.10M,-0.62%
2018년 04월 24일,2464.14,2478.47,2479.32,2454.44,524.28M,-0.40%
2018년 04월 23일,2474.11,2473.7,2478.57,2466.57,701.42M,-0.09%
2018년 04월 20일,2476.33,2478.59,2485.15,2472.37,531.72M,-0.39%
2018년 04월 19일,2486.1,2483.26,2490.57,2476.51,727.03M,0.25%
2018년 04월 18일,2479.98,2467.55,2486.73,2467.55,647.29M,1.07%
2018년 04월 17일,2453.77,2459.39,2465.63,2449.08,394.70M,-0.15%
2018년 04월 16일,2457.49,2466.04,2466.16,2449.97,347.17M,0.10%
2018년 04월 13일,2455.07,2449.42,2457.85,2442.35,395.89M,0.51%
2018년 04월 12일,2442.71,2450.95,2454.95,2441.58,441.57M,-0.06%
2018년 04월 11일,2444.22,2456.53,2458.99,2441.2,355.19M,-0.27%
2018년 04월 10일,2450.74,2439.94,2454.36,2419.55,356.39M,0.27%
2018년 04월 09일,2444.08,2424.15,2446.28,2424.15,334.42M,0.60%
2018년 04월 06일,2429.58,2420.88,2433.97,2417.24,454.31M,-0.33%
2018년 04월 05일,2437.52,2426.92,2446.78,2420.92,591.04M,1.22%
2018년 04월 04일,2408.06,2447.97,2447.97,2405.91,551.70M,-1.41%
2018년 04월 03일,2442.43,2422.26,2442.43,2416.44,497.14M,-0.07%
2018년 04월 02일,2444.16,2454.72,2467.52,2440.89,390.32M,-0.07%
2018년 03월 30일,2445.85,2454.1,2458.24,2445.72,395.33M,0.39%
2018년 03월 29일,2436.37,2421.7,2439.47,2413.71,333.36M,0.71%
2018년 03월 28일,2419.29,2425.94,2430.77,2409.47,501.31M,-1.34%
2018년 03월 27일,2452.06,2455,2456.55,2444.92,332.13M,0.61%
2018년 03월 26일,2437.08,2414.68,2437.08,2399.44,306.90M,0.84%
2018년 03월 23일,2416.76,2446.73,2450.4,2412.62,457.95M,-3.18%
2018년 03월 22일,2496.02,2494.84,2508.71,2485.34,482.14M,0.44%
2018년 03월 21일,2484.97,2488.22,2492.88,2483.78,399.07M,-0.02%
2018년 03월 20일,2485.52,2456.8,2485.52,2456.8,291.50M,0.42%
2018년 03월 19일,2475.03,2491.99,2493.56,2470.91,477.22M,-0.76%
2018년 03월 16일,2493.97,2495.11,2497.8,2476.88,377.77M,0.06%
2018년 03월 15일,2492.38,2486,2496.51,2471.04,344.01M,0.25%
2018년 03월 14일,2486.08,2477.43,2486.98,2474.77,360.87M,-0.34%
2018년 03월 13일,2494.49,2483.05,2494.49,2478.76,350.20M,0.42%
2018년 03월 12일,2484.12,2485.64,2489.46,2474.91,391.30M,1.00%
2018년 03월 09일,2459.45,2443.43,2476.43,2436.03,437.26M,1.08%
2018년 03월 08일,2433.08,2420.67,2433.08,2407.59,394.85M,1.30%
2018년 03월 07일,2401.82,2413.39,2429.43,2395.24,412.97M,-0.40%
2018년 03월 06일,2411.41,2400.67,2413.01,2392.87,400.11M,1.53%
2018년 03월 05일,2375.06,2405.92,2407.98,2374.8,312.25M,-1.13%
2018년 03월 02일,2402.16,2406.57,2410.34,2387.25,320.40M,-1.04%
2018년 02월 28일,2427.36,2447.11,2460.12,2426.21,367.56M,-1.17%
2018년 02월 27일,2456.14,2474.08,2480.79,2456.14,271.23M,-0.06%
2018년 02월 26일,2457.65,2465.35,2466.08,2447.86,321.26M,0.25%
2018년 02월 23일,2451.52,2427.13,2451.52,2427.13,300.58M,1.54%
2018년 02월 22일,2414.28,2417.18,2422.62,2405.23,349.49M,-0.63%
2018년 02월 21일,2429.65,2417.73,2432.45,2404.02,432.28M,0.60%
2018년 02월 20일,2415.12,2433.35,2438.48,2411.23,421.49M,-1.13%
2018년 02월 19일,2442.82,2452.52,2455.12,2428.15,322.14M,0.87%
2018년 02월 14일,2421.83,2412.47,2426.63,2408.02,305.74M,1.11%
2018년 02월 13일,2395.19,2402.89,2421.8,2388.54,423.42M,0.41%
2018년 02월 12일,2385.38,2380.49,2397.9,2367.31,352.29M,0.91%
2018년 02월 09일,2363.77,2346.73,2372.9,2346.73,489.11M,-1.82%
2018년 02월 08일,2407.62,2400.17,2423.88,2393.46,362.42M,0.46%
2018년 02월 07일,2396.56,2483.72,2484.18,2396.56,460.08M,-2.31%
2018년 02월 06일,2453.31,2437.02,2460.28,2409.38,582.84M,-1.54%
2018년 02월 05일,2491.75,2487.34,2503.99,2476.24,442.35M,-1.33%
2018년 02월 02일,2525.39,2565.99,2565.99,2519.6,481.82M,-1.68%
2018년 02월 01일,2568.54,2578.91,2583.74,2564.59,595.15M,0.08%
2018년 01월 31일,2566.46,2557.37,2597.14,2553.01,403.05M,-0.05%
2018년 01월 30일,2567.74,2590.41,2599.17,2567.07,397.04M,-1.17%
2018년 01월 29일,2598.19,2588.87,2607.1,2587.55,437.48M,0.91%
2018년 01월 26일,2574.76,2560.69,2574.76,2553.53,400.65M,0.49%
2018년 01월 25일,2562.23,2536.96,2564.43,2536.73,514.60M,0.95%
2018년 01월 24일,2538,2533.86,2547.22,2531.31,371.09M,0.06%
2018년 01월 23일,2536.6,2510.35,2536.6,2507.96,370.01M,1.38%
2018년 01월 22일,2502.11,2516.9,2517.12,2488.44,342.99M,-0.72%
2018년 01월 19일,2520.26,2519.67,2524.33,2513.09,351.84M,0.18%
2018년 01월 18일,2515.81,2527.67,2532.08,2512.69,333.11M,0.02%
2018년 01월 17일,2515.43,2517.19,2521.97,2506.49,336.71M,-0.25%
2018년 01월 16일,2521.74,2504.16,2524.55,2498.55,341.61M,0.72%
2018년 01월 15일,2503.73,2510.97,2513.3,2496.18,404.55M,0.29%
2018년 01월 12일,2496.42,2499.87,2500.87,2482.15,438.78M,0.34%
2018년 01월 11일,2487.91,2496.86,2502.52,2483.82,444.34M,-0.47%
2018년 01월 10일,2499.75,2516.33,2516.82,2493.98,444.02M,-0.42%
2018년 01월 09일,2510.23,2510.73,2524.73,2498.41,374.32M,-0.12%
2018년 01월 08일,2513.28,2510.7,2515.37,2494.18,311.43M,0.63%
2018년 01월 05일,2497.52,2476.85,2497.52,2475.51,308.77M,1.26%
2018년 01월 04일,2466.46,2502.5,2502.5,2466.45,333.84M,-0.80%
2018년 01월 03일,2486.35,2484.63,2493.4,2481.91,331.10M,0.27%
2018년 01월 02일,2479.65,2474.86,2481.02,2465.94,262.20M,0.49%
2017년 12월 28일,2467.49,2439.31,2467.51,2437.26,220.34M,1.26%
2017년 12월 27일,2436.67,2420.86,2436.68,2411.48,194.85M,0.38%
2017년 12월 26일,2427.34,2447.67,2457.19,2427.34,224.64M,-0.54%
2017년 12월 22일,2440.54,2437.59,2444.57,2426.94,230.41M,0.44%
2017년 12월 21일,2429.83,2471.34,2471.73,2429.83,247.33M,-1.72%
2017년 12월 20일,2472.37,2473.82,2484.5,2470.62,236.18M,-0.25%
2017년 12월 19일,2478.53,2487.83,2498.67,2470.49,308.39M,-0.13%
2017년 12월 18일,2481.88,2488.83,2488.83,2477.29,324.36M,-0.01%
2017년 12월 15일,2482.07,2488.39,2495.08,2475.99,340.76M,0.51%
2017년 12월 14일,2469.48,2486.57,2514.61,2469.48,317.79M,-0.45%
2017년 12월 13일,2480.55,2462.42,2481.92,2457.7,254.95M,0.79%
2017년 12월 12일,2461,2471.23,2471.43,2455.39,281.19M,-0.42%
2017년 12월 11일,2471.49,2467.81,2471.99,2457.98,240.14M,0.30%
2017년 12월 08일,2464,2470.09,2473.17,2459.02,406.38M,0.08%
2017년 12월 07일,2461.98,2479.55,2480.85,2452.4,404.85M,-0.50%
2017년 12월 06일,2474.37,2510.19,2510.47,2474.29,507.62M,-1.42%
2017년 12월 05일,2510.12,2490.73,2513.68,2487.15,395.43M,0.34%
2017년 12월 04일,2501.67,2486.72,2501.67,2476.29,323.85M,1.06%
2017년 12월 01일,2475.41,2488.92,2488.92,2472.75,288.57M,-0.04%
2017년 11월 30일,2476.37,2502.22,2506.32,2474.28,339.02M,-1.45%
2017년 11월 29일,2512.9,2517.26,2524.41,2508.66,301.21M,-0.05%
2017년 11월 28일,2514.19,2512.52,2521.06,2500.93,348.24M,0.25%
2017년 11월 27일,2507.81,2544.74,2546.71,2506.69,284.89M,-1.44%
2017년 11월 24일,2544.33,2539.79,2544.33,2533.98,297.94M,0.28%
2017년 11월 23일,2537.15,2542.34,2544.58,2532.45,391.29M,-0.13%
2017년 11월 22일,2540.51,2546.61,2553.22,2535.19,485.67M,0.39%
2017년 11월 21일,2530.7,2533.85,2539.88,2525.96,484.89M,0.12%
2017년 11월 20일,2527.67,2536.8,2542.62,2523.52,404.26M,-0.25%
2017년 11월 17일,2533.99,2546.05,2559.1,2533.99,362.19M,-0.03%
2017년 11월 16일,2534.79,2522.42,2538.28,2514.51,302.93M,0.66%
2017년 11월 15일,2518.25,2525.6,2526.61,2511.76,398.22M,-0.33%
2017년 11월 14일,2526.64,2532.55,2532.95,2520.99,287.77M,-0.15%
2017년 11월 13일,2530.35,2548.27,2552.28,2527.2,266.53M,-0.50%
2017년 11월 10일,2542.95,2541.18,2547.61,2534.6,291.52M,-0.30%
2017년 11월 09일,2550.57,2559.93,2559.93,2536.54,293.54M,-0.07%
2017년 11월 08일,2552.4,2534.48,2558.74,2533.73,277.04M,0.27%
2017년 11월 07일,2545.44,2548.3,2554.13,2540.67,253.92M,-0.16%
2017년 11월 06일,2549.41,2557.29,2559.9,2529.94,221.19M,-0.33%
2017년 11월 03일,2557.97,2558.37,2558.37,2539.72,292.77M,0.46%
2017년 11월 02일,2546.36,2560.34,2561.63,2542.02,527.73M,-0.40%
2017년 11월 01일,2556.47,2535.97,2556.47,2535.83,361.80M,1.31%
2017년 10월 31일,2523.43,2500.21,2528.32,2498.05,313.79M,0.86%
2017년 10월 30일,2501.93,2513.87,2513.87,2497.42,342.01M,0.21%
2017년 10월 27일,2496.63,2485.44,2499.15,2479.67,511.23M,0.64%
2017년 10월 26일,2480.63,2489.6,2495.99,2480.63,646.88M,-0.48%
2017년 10월 25일,2492.5,2495.87,2497.41,2481.48,599.44M,0.08%
2017년 10월 24일,2490.49,2489.31,2497.35,2487.17,232.01M,0.02%
2017년 10월 23일,2490.05,2497.65,2500.33,2485.48,274.20M,0.02%
2017년 10월 20일,2489.54,2477.3,2489.54,2476.88,313.21M,0.67%
2017년 10월 19일,2473.06,2485.72,2490.94,2468.67,236.62M,-0.40%
2017년 10월 18일,2482.91,2481.53,2490.58,2475.67,244.24M,-0.06%
2017년 10월 17일,2484.37,2484.96,2487.88,2478.76,199.05M,0.17%
2017년 10월 16일,2480.05,2483.17,2487.71,2470.24,224.42M,0.26%
2017년 10월 13일,2473.62,2473.65,2479.73,2468.14,234.80M,-0.05%
2017년 10월 12일,2474.76,2461.7,2474.76,2459.48,256.21M,0.68%
2017년 10월 11일,2458.16,2442.49,2458.16,2439.81,201.77M,1.00%
2017년 10월 10일,2433.81,2425.63,2443.2,2421.1,221.74M,1.64%
2017년 09월 29일,2394.47,2378.66,2394.47,2378.66,184.19M,0.90%
2017년 09월 28일,2373.14,2374.1,2379.54,2365.67,194.77M,0.02%
2017년 09월 27일,2372.57,2376.89,2377.18,2368.92,202.62M,-0.07%
2017년 09월 26일,2374.32,2371.62,2381.31,2365.34,319.12M,-0.26%
2017년 09월 25일,2380.4,2388.77,2392.44,2374.69,339.35M,-0.35%
2017년 09월 22일,2388.71,2404.35,2409.3,2381.81,333.62M,-0.74%
2017년 09월 21일,2406.5,2412.01,2415.13,2401.89,335.34M,-0.24%
2017년 09월 20일,2412.2,2420.82,2429.12,2405.78,303.29M,-0.16%
2017년 09월 19일,2416.05,2419.3,2422.05,2411.68,254.59M,-0.09%
2017년 09월 18일,2418.21,2390.58,2418.24,2389.65,273.48M,1.35%
2017년 09월 15일,2386.07,2368.44,2386.07,2365.37,298.74M,0.35%
2017년 09월 14일,2377.66,2365.54,2377.66,2358.43,314.26M,0.74%
2017년 09월 13일,2360.18,2370.54,2373.61,2360.17,318.87M,-0.22%
2017년 09월 12일,2365.47,2372.02,2372.45,2359.12,333.57M,0.27%
2017년 09월 11일,2359.08,2354.86,2369.72,2354.35,243.61M,0.66%
2017년 09월 08일,2343.72,2350.19,2351.73,2340.63,214.59M,-0.11%
2017년 09월 07일,2346.19,2328.94,2349.79,2328.92,277.04M,1.14%
2017년 09월 06일,2319.82,2324.84,2325.56,2314.31,252.68M,-0.29%
2017년 09월 05일,2326.62,2340.62,2340.62,2319.94,320.43M,-0.13%
2017년 09월 04일,2329.65,2316.89,2344.82,2316.89,248.50M,-1.19%
2017년 09월 01일,2357.69,2367.45,2370.25,2351.37,280.06M,-0.23%
2017년 08월 31일,2363.19,2373.96,2377.02,2355.29,265.05M,-0.38%
2017년 08월 30일,2372.29,2368.13,2372.29,2363.43,305.64M,0.32%
2017년 08월 29일,2364.74,2356.2,2364.74,2332.85,223.09M,-0.23%
2017년 08월 28일,2370.3,2376.38,2383.46,2366.23,226.87M,-0.35%
2017년 08월 25일,2378.51,2381.47,2384.59,2372.67,341.96M,0.11%
2017년 08월 24일,2375.84,2370.12,2382.72,2368.29,295.53M,0.40%
2017년 08월 23일,2366.4,2376.53,2379.59,2360.71,228.62M,0.05%
2017년 08월 22일,2365.33,2360.29,2369.02,2359.97,251.86M,0.44%
2017년 08월 21일,2355,2363.38,2363.38,2351.96,207.22M,-0.14%
2017년 08월 18일,2358.37,2340.19,2362.43,2340.19,201.48M,-0.14%
2017년 08월 17일,2361.67,2351.61,2364.5,2346.74,255.77M,0.57%
2017년 08월 16일,2348.26,2355.74,2358.46,2343.72,270.52M,0.60%
2017년 08월 14일,2334.22,2336.02,2341.78,2327.8,214.02M,0.63%
2017년 08월 11일,2319.71,2323.06,2335.12,2310.2,318.58M,-1.69%
2017년 08월 10일,2359.47,2360.95,2371.5,2339.06,283.87M,-0.38%
2017년 08월 09일,2368.39,2379.7,2387.53,2366.33,234.07M,-1.10%
2017년 08월 08일,2394.73,2404.68,2410.22,2383.94,252.85M,-0.17%
2017년 08월 07일,2398.75,2402.57,2412.13,2395.74,244.12M,0.14%
2017년 08월 04일,2395.45,2389.74,2400.33,2383.45,273.57M,0.36%
2017년 08월 03일,2386.85,2423.21,2423.55,2374.11,303.58M,-1.68%
2017년 08월 02일,2427.63,2431.94,2434.47,2424.18,261.57M,0.19%
2017년 08월 01일,2422.96,2397.12,2432.62,2394.27,264.04M,0.84%
2017년 07월 31일,2402.71,2392.02,2403.9,2388.39,277.57M,0.07%
