연도,미국 환율,미국 증감값,미국 증감률,중국 환율,중국 증감값,중국 증감률
20010807,1287.5,3.7,0.29,155.55,0.44,0.28
20010808,1286.2,-1.3,-0.1,155.68,0.13,0.08
20010809,1285.7,-0.5,-0.04,155.33,-0.35,-0.22
20010810,1289.3,3.6,0.28,155.76,0.43,0.28
20010811,1281.2,-8.1,-0.63,154.79,-0.97,-0.62
20010813,1281.2,0,0,154.79,0,0
20010814,1284.8,3.6,0.28,155.22,0.43,0.28
20010816,1288,3.2,0.25,155.61,0.39,0.25
20010817,1283.5,-4.5,-0.35,154.46,-1.15,-0.74
20010818,1283.4,-0.1,-0.01,155.06,0.6,0.39
20010820,1288.3,4.9,0.38,155.06,0,0
20010821,1286.9,-1.4,-0.11,155.48,0.42,0.27
20010822,1286.1,-0.8,-0.06,155.39,-0.09,-0.06
20010823,1282.4,-3.7,-0.29,154.94,-0.45,-0.29
20010824,1284.3,1.9,0.15,155.17,0.23,0.15
20010825,1282,-2.3,-0.18,154.88,-0.29,-0.19
20010827,1281.5,-0.5,-0.04,154.88,0,0
20010828,1280.7,-0.8,-0.06,154.73,-0.15,-0.1
20010829,1279.4,-1.3,-0.1,154.58,-0.15,-0.1
20010830,1281.8,2.4,0.19,154.86,0.28,0.18
20010831,1283.8,2,0.16,155.11,0.25,0.16
20010901,1282.1,-1.7,-0.13,154.9,-0.21,-0.14
20010903,1282.1,0,0,154.9,0,0
20010904,1280.5,-1.6,-0.12,154.66,-0.24,-0.15
20010905,1280.2,-0.3,-0.02,154.67,0.01,0.01
20010906,1282.8,2.6,0.2,154.98,0.31,0.2
20010907,1286.6,3.8,0.3,155.45,0.47,0.3
20010908,1287.6,1,0.08,155.57,0.12,0.08
20010910,1288.6,1,0.08,155.57,0,0
20010911,1288.7,0.1,0.01,155.7,0.13,0.08
20010912,1295.2,6.5,0.5,156.48,0.78,0.5
20010913,1285.2,-10,-0.77,155.28,-1.2,-0.77
20010914,1289.4,4.2,0.33,155.78,0.5,0.32
20010915,1296.7,7.3,0.57,156.67,0.89,0.57
20010917,1296.7,0,0,156.67,0,0
20010918,1297.5,0.8,0.06,156.77,0.1,0.06
20010919,1296.7,-0.8,-0.06,156.8,0.03,0.02
20010920,1296,-0.7,-0.05,156.59,-0.21,-0.13
20010921,1298.7,2.7,0.21,156.91,0.32,0.2
20010922,1298,-0.7,-0.05,156.83,-0.08,-0.05
20010924,1308,10,0.77,156.83,0,0
20010925,1307.2,-0.8,-0.06,157.93,1.1,0.7
20010926,1306.5,-0.7,-0.05,157.84,-0.09,-0.06
20010927,1306.7,0.2,0.02,157.87,0.03,0.02
20010928,1307.75,1.05,0.08,157.78,-0.09,-0.06
20010929,1309.1,1.35,0.1,158.16,0.38,0.24
20010930,1309.1,0,0,158.16,0,0
20011004,1309.1,0,0,158.16,0,0
20011005,1312.9,3.8,0.29,158.74,0.58,0.37
20011006,1312.9,0,0,158.62,-0.12,-0.08
20011008,1310.9,-2,-0.15,158.62,0,0
20011009,1311.8,0.9,0.07,158.49,-0.13,-0.08
20011010,1308.7,-3.1,-0.24,158.11,-0.38,-0.24
20011011,1302.1,-6.6,-0.5,157.96,-0.15,-0.09
20011012,1302.8,0.7,0.05,157.41,-0.55,-0.35
20011013,1299.9,-2.9,-0.22,157.06,-0.35,-0.22
20011015,1297.5,-2.4,-0.18,157.06,0,0
20011016,1296.4,-1.1,-0.08,156.63,-0.43,-0.27
20011017,1296.8,0.4,0.03,156.68,0.05,0.03
20011018,1299.9,3.1,0.24,157.38,0.7,0.45
20011019,1301.2,1.3,0.1,156.94,-0.44,-0.28
20011020,1301.2,0,0,157.21,0.27,0.17
20011022,1301.2,0,0,157.21,0,0
20011023,1303,1.8,0.14,157.42,0.21,0.13
20011024,1304.3,1.3,0.1,157.59,0.17,0.11
20011025,1298.5,-5.8,-0.44,157.12,-0.47,-0.3
20011026,1296.2,-2.3,-0.18,156.6,-0.52,-0.33
20011027,1296,-0.2,-0.02,156.58,-0.02,-0.01
20011029,1296,0,0,156.58,0,0
20011030,1294,-2,-0.15,156.34,-0.24,-0.15
20011031,1296.1,2.1,0.16,156.59,0.25,0.16
20011101,1297,0.9,0.07,156.7,0.11,0.07
20011102,1296.8,-0.2,-0.02,156.68,-0.02,-0.01
20011103,1296.6,-0.2,-0.02,156.65,-0.03,-0.02
20011105,1296.6,0,0,156.65,0,0
20011106,1296.2,-0.4,-0.03,156.61,-0.04,-0.03
20011107,1295.9,-0.3,-0.02,156.57,-0.04,-0.03
20011108,1292.8,-3.1,-0.24,156.2,-0.37,-0.24
20011109,1282.45,-10.35,-0.8,155.78,-0.42,-0.27
20011110,1282.5,0.05,0,154.95,-0.83,-0.53
20011112,1282.5,0,0,154.95,0,0
20011113,1284.3,1.8,0.14,155.17,0.22,0.14
20011114,1285.3,1,0.08,155.3,0.13,0.08
20011115,1284.8,-0.5,-0.04,155.23,-0.07,-0.05
20011116,1283.1,-1.7,-0.13,155.02,-0.21,-0.14
20011117,1283.4,0.3,0.02,155.05,0.03,0.02
20011119,1284,0.6,0.05,155.05,0,0
20011120,1283.9,-0.1,-0.01,155.12,0.07,0.05
20011121,1283.1,-0.8,-0.06,155.02,-0.1,-0.06
20011122,1281.5,-1.6,-0.12,154.83,-0.19,-0.12
20011123,1278.7,-2.8,-0.22,154.49,-0.34,-0.22
20011124,1275.6,-3.1,-0.24,154.12,-0.37,-0.24
20011126,1275.6,0,0,154.12,0,0
20011127,1266.3,-9.3,-0.73,152.99,-1.13,-0.73
20011128,1265.2,-1.1,-0.09,152.88,-0.11,-0.07
20011129,1269.7,4.5,0.36,153.4,0.52,0.34
20011130,1274,4.3,0.34,153.91,0.51,0.33
20011201,1269.7,-4.3,-0.34,153.4,-0.51,-0.33
20011203,1269.7,0,0,153.4,0,0
20011204,1271.5,1.8,0.14,153.73,0.33,0.22
20011205,1271.9,0.4,0.03,153.66,-0.07,-0.05
20011206,1271,-0.9,-0.07,153.55,-0.11,-0.07
20011207,1268.4,-2.6,-0.2,153.24,-0.31,-0.2
20011208,1273.3,4.9,0.39,153.83,0.59,0.39
20011210,1279,5.7,0.45,153.83,0,0
20011211,1280.4,1.4,0.11,154.69,0.86,0.56
20011212,1280.1,-0.3,-0.02,154.66,-0.03,-0.02
20011213,1274.4,-5.7,-0.45,153.97,-0.69,-0.45
20011214,1274,-0.4,-0.03,153.93,-0.04,-0.03
20011215,1281.1,7.1,0.56,154.78,0.85,0.55
20011217,1281.1,0,0,154.78,0,0
20011218,1292.5,11.4,0.89,156.16,1.38,0.89
20011219,1292,-0.5,-0.04,156.18,0.02,0.01
20011220,1291.4,-0.6,-0.05,156.03,-0.15,-0.1
20011221,1299.2,7.8,0.6,156.97,0.94,0.6
20011222,1311,11.8,0.91,158.4,1.43,0.91
20011224,1308,-3,-0.23,158.4,0,0
20011226,1308,0,0,158.03,-0.37,-0.23
20011227,1317.6,9.6,0.73,159.2,1.17,0.74
20011228,1325.1,7.5,0.57,160.1,0.9,0.57
20011229,1326.1,1,0.08,160.22,0.12,0.07
20011231,1326.1,0,0,160.22,0,0
20020102,1314.6,-11.5,-0.87,158.83,-1.39,-0.87
20020103,1320.4,5.8,0.44,159.53,0.7,0.44
20020104,1310.8,-9.6,-0.73,159.15,-0.38,-0.24
20020105,1307.7,-3.1,-0.24,158,-1.15,-0.72
20020107,1307.7,0,0,158,0,0
20020108,1302.9,-4.8,-0.37,157.42,-0.58,-0.37
20020109,1317.7,14.8,1.14,158.22,0.8,0.51
20020110,1314.3,-3.4,-0.26,158.8,0.58,0.37
20020111,1314.2,-0.1,-0.01,158.79,-0.01,-0.01
20020112,1311.4,-2.8,-0.21,158.44,-0.35,-0.22
20020114,1311.4,0,0,158.44,0,0
20020115,1311.6,0.2,0.02,158.47,0.03,0.02
20020116,1316.6,5,0.38,159.07,0.6,0.38
20020117,1317.8,1.2,0.09,159.22,0.15,0.09
20020118,1320.5,2.7,0.2,159.47,0.25,0.16
20020119,1320,-0.5,-0.04,159.48,0.01,0.01
20020121,1319.15,-0.85,-0.06,159.48,0,0
20020122,1320.8,1.65,0.13,159.58,0.1,0.06
20020123,1326.6,5.8,0.44,160.28,0.7,0.44
20020124,1332.3,5.7,0.43,160.97,0.69,0.43
20020125,1330.8,-1.5,-0.11,160.92,-0.05,-0.03
20020126,1328.6,-2.2,-0.17,160.53,-0.39,-0.24
20020128,1328.6,0,0,160.53,0,0
20020129,1322.3,-6.3,-0.47,159.76,-0.77,-0.48
20020130,1314.6,-7.7,-0.58,158.83,-0.93,-0.58
20020131,1314.8,0.2,0.02,158.86,0.03,0.02
20020201,1308.5,-6.3,-0.48,158.1,-0.76,-0.48
20020202,1319.6,11.1,0.85,159.44,1.34,0.85
20020204,1312.2,-7.4,-0.56,159.44,0,0
20020205,1313.4,1.2,0.09,158.69,-0.75,-0.47
20020206,1314.7,1.3,0.1,158.85,0.16,0.1
20020207,1317.8,3.1,0.24,159.22,0.37,0.23
20020208,1320.5,2.7,0.2,159.33,0.11,0.07
20020209,1318.8,-1.7,-0.13,159.34,0.01,0.01
20020214,1318.8,0,0,159.34,0,0
20020215,1314,-4.8,-0.36,159,-0.34,-0.21
20020216,1315.5,1.5,0.11,158.94,-0.06,-0.04
20020218,1315.5,0,0,158.94,0,0
20020219,1319.1,3.6,0.27,158.99,0.05,0.03
20020220,1319.8,0.7,0.05,159.45,0.46,0.29
20020221,1321.2,1.4,0.11,159.63,0.18,0.11
20020222,1321.1,-0.1,-0.01,159.62,-0.01,-0.01
20020223,1321.8,0.7,0.05,159.71,0.09,0.06
20020225,1322.9,1.1,0.08,159.71,0,0
20020226,1322.9,0,0,159.84,0.13,0.08
20020227,1323.9,1,0.08,159.96,0.12,0.08
20020228,1327.7,3.8,0.29,160.42,0.46,0.29
20020302,1326,-1.7,-0.13,160.21,-0.21,-0.13
20020304,1326,0,0,160.21,0,0
20020305,1316,-10,-0.75,159.42,-0.79,-0.49
20020306,1315.6,-0.4,-0.03,158.96,-0.46,-0.29
20020307,1315.1,-0.5,-0.04,158.89,-0.07,-0.04
20020308,1311.1,-4,-0.3,158.4,-0.49,-0.31
20020309,1310.6,-0.5,-0.04,158.34,-0.06,-0.04
20020311,1310.6,0,0,158.34,0,0
20020312,1316.6,6,0.46,159.07,0.73,0.46
20020313,1319.4,2.8,0.21,159.41,0.34,0.21
20020314,1320.3,0.9,0.07,159.51,0.1,0.06
20020315,1322.7,2.4,0.18,159.8,0.29,0.18
20020316,1322.4,-0.3,-0.02,159.76,-0.04,-0.03
20020318,1322.4,0,0,159.76,0,0
20020319,1327.7,5.3,0.4,159.97,0.21,0.13
20020320,1327.3,-0.4,-0.03,160.35,0.38,0.24
20020321,1326.7,-0.6,-0.05,160.28,-0.07,-0.04
20020322,1326.7,0,0,160.28,0,0
20020323,1328.4,1.7,0.13,160.49,0.21,0.13
20020325,1330.6,2.2,0.17,160.49,0,0
20020326,1338.2,7.6,0.57,160.71,0.22,0.14
20020327,1331.6,-6.6,-0.49,160.88,0.17,0.11
20020328,1327.6,-4,-0.3,160.39,-0.49,-0.3
20020329,1327,-0.6,-0.05,160.32,-0.07,-0.04
20020330,1326.4,-0.6,-0.05,160.24,-0.08,-0.05
20020331,1326.4,0,0,160.24,0,0
20020401,1326.4,0,0,160.24,0,0
20020402,1325.3,-1.1,-0.08,160.11,-0.13,-0.08
20020403,1328.8,3.5,0.26,160.54,0.43,0.27
20020404,1329,0.2,0.02,160.49,-0.05,-0.03
20020406,1329.9,0.9,0.07,160.67,0.18,0.11
20020408,1329.9,0,0,160.67,0,0
20020409,1329.4,-0.5,-0.04,160.53,-0.14,-0.09
20020410,1329.1,-0.3,-0.02,160.58,0.05,0.03
20020411,1328.9,-0.2,-0.02,160.55,-0.03,-0.02
20020412,1330.1,1.2,0.09,168.78,8.23,5.13
20020413,1331.9,1.8,0.14,160.91,-7.87,-4.66
20020415,1331.9,0,0,160.91,0,0
20020416,1327.9,-4,-0.3,160.65,-0.26,-0.16
20020417,1326.6,-1.3,-0.1,160.27,-0.38,-0.24
20020418,1317.5,-9.1,-0.69,159.56,-0.71,-0.44
20020419,1314.5,-3,-0.23,158.81,-0.75,-0.47
20020420,1310.8,-3.7,-0.28,158.36,-0.45,-0.28
20020422,1310.8,0,0,158.36,0,0
20020423,1308.9,-1.9,-0.14,158.13,-0.23,-0.15
20020424,1306.2,-2.7,-0.21,157.81,-0.32,-0.2
20020425,1308.3,2.1,0.16,158.06,0.25,0.16
20020426,1299.5,-8.8,-0.67,156.99,-1.07,-0.68
20020427,1297.9,-1.6,-0.12,156.8,-0.19,-0.12
20020429,1297.9,0,0,156.8,0,0
20020430,1292.2,-5.7,-0.44,156.12,-0.68,-0.43
20020502,1293.7,1.5,0.12,156.29,0.17,0.11
20020503,1287.9,-5.8,-0.45,155.59,-0.7,-0.45
20020504,1288.2,0.3,0.02,155.63,0.04,0.03
20020506,1288.2,0,0,155.63,0,0
20020507,1280.1,-8.1,-0.63,154.65,-0.98,-0.63
20020508,1279.3,-0.8,-0.06,154.56,-0.09,-0.06
20020509,1283.6,4.3,0.34,155.07,0.51,0.33
20020510,1281.8,-1.8,-0.14,155.22,0.15,0.1
20020511,1280.1,-1.7,-0.13,154.66,-0.56,-0.36
20020513,1280.1,0,0,154.66,0,0
20020514,1274.7,-5.4,-0.42,154,-0.66,-0.43
20020515,1278.4,3.7,0.29,154.45,0.45,0.29
20020516,1278.9,0.5,0.04,154.51,0.06,0.04
20020517,1272.3,-6.6,-0.52,153.72,-0.79,-0.51
20020518,1265.9,-6.4,-0.5,152.95,-0.77,-0.5
20020520,1254.7,-11.2,-0.88,152.95,0,0
20020521,1253.3,-1.4,-0.11,151.42,-1.53,-1
20020522,1256.4,3.1,0.25,151.8,0.38,0.25
20020523,1249.4,-7,-0.56,150.45,-1.35,-0.89
20020524,1249.3,-0.1,-0.01,150.74,0.29,0.19
20020525,1247.7,-1.6,-0.13,150.74,0,0
20020527,1247.7,0,0,150.74,0,0
20020528,1237.5,-10.2,-0.82,149.51,-1.23,-0.82
20020529,1230.6,-6.9,-0.56,148.68,-0.83,-0.56
20020530,1235.9,5.3,0.43,149.32,0.64,0.43
20020531,1233.3,-2.6,-0.21,149.01,-0.31,-0.21
20020601,1226.2,-7.1,-0.58,148.15,-0.86,-0.58
20020603,1226.2,0,0,148.15,0,0
20020604,1228.6,2.4,0.2,148.44,0.29,0.2
20020605,1222.1,-6.5,-0.53,147.65,-0.79,-0.53
20020607,1226.2,4.1,0.34,147.59,-0.06,-0.04
20020608,1228.4,2.2,0.18,148.41,0.82,0.56
20020610,1228.4,0,0,148.41,0,0
20020611,1229.1,0.7,0.06,148.54,0.13,0.09
20020612,1227.5,-1.6,-0.13,148.31,-0.23,-0.15
20020614,1230.8,3.3,0.27,148.7,0.39,0.26
20020615,1231.7,0.9,0.07,148.81,0.11,0.07
20020617,1231.7,0,0,148.81,0,0
20020618,1236.3,4.6,0.37,149.36,0.55,0.37
20020619,1233.1,-3.2,-0.26,148.97,-0.39,-0.26
20020620,1230.7,-2.4,-0.19,148.68,-0.29,-0.19
20020621,1226.5,-4.2,-0.34,148.18,-0.5,-0.34
20020622,1220.2,-6.3,-0.51,147.42,-0.76,-0.51
20020624,1220.2,0,0,147.42,0,0
20020625,1212.3,-7.9,-0.65,146.47,-0.95,-0.64
20020626,1213,0.7,0.06,146.55,0.08,0.05
20020627,1208.2,-4.8,-0.4,145.97,-0.58,-0.4
20020628,1204.8,-3.4,-0.28,145.56,-0.41,-0.28
20020629,1201.8,-3,-0.25,145.2,-0.36,-0.25
20020702,1201.8,0,0,145.2,0,0
20020703,1205.6,3.8,0.32,145.38,0.18,0.12
20020704,1205.6,0,0,145.66,0.28,0.19
20020705,1201.1,-4.5,-0.37,145.12,-0.54,-0.37
20020708,1201.7,0.6,0.05,145.19,0.07,0.05
20020709,1195.8,-5.9,-0.49,144.48,-0.71,-0.49
20020710,1186.3,-9.5,-0.79,143.33,-1.15,-0.8
20020711,1180.9,-5.4,-0.46,142.68,-0.65,-0.45
20020712,1178,-2.9,-0.25,142.33,-0.35,-0.25
20020715,1183.3,5.3,0.45,142.97,0.64,0.45
20020716,1177.8,-5.5,-0.46,142.3,-0.67,-0.47
20020718,1173.2,-4.6,-0.39,141.74,-0.56,-0.39
20020719,1173.3,0.1,0.01,141.76,0.02,0.01
20020722,1171.3,-2,-0.17,141.51,-0.25,-0.18
20020723,1166,-5.3,-0.45,140.87,-0.64,-0.45
20020724,1171.1,5.1,0.44,141.49,0.62,0.44
20020725,1172.8,1.7,0.15,141.7,0.21,0.15
20020726,1168.7,-4.1,-0.35,141.2,-0.5,-0.35
20020729,1180,11.3,0.97,142.57,1.37,0.97
20020730,1202.8,22.8,1.93,145.32,2.75,1.93
20020731,1197,-5.8,-0.48,144.62,-0.7,-0.48
20020801,1184.4,-12.6,-1.05,143.84,-0.78,-0.54
20020802,1177.5,-6.9,-0.58,142.81,-1.03,-0.72
20020805,1183,5.5,0.47,142.71,-0.1,-0.07
20020806,1210,27,2.28,143.57,0.86,0.6
20020807,1210,0,0,145.99,2.42,1.69
20020808,1197.1,-12.9,-1.07,145.85,-0.14,-0.1
20020809,1210.5,13.4,1.12,145.41,-0.44,-0.3
20020812,1197.3,-13.2,-1.09,145.84,0.43,0.3
20020813,1195.2,-2.1,-0.18,144.92,-0.92,-0.63
20020814,1195.4,0.2,0.02,144.57,-0.35,-0.24
20020816,1188.2,-7.2,-0.6,143.76,-0.81,-0.56
20020819,1189.3,1.1,0.09,143.67,-0.09,-0.06
20020820,1196.7,7.4,0.62,144.02,0.35,0.24
20020821,1193.5,-3.2,-0.27,144.57,0.55,0.38
20020822,1196,2.5,0.21,144.04,-0.53,-0.37
20020823,1202.1,6.1,0.51,144.21,0.17,0.12
20020826,1198.7,-3.4,-0.28,145.29,1.08,0.75
20020827,1203.4,4.7,0.39,145.12,-0.17,-0.12
20020828,1195.3,-8.1,-0.67,145.14,0.02,0.01
20020829,1206,10.7,0.9,144.71,-0.43,-0.3
20020830,1201.6,-4.4,-0.36,145.58,0.87,0.6
20020902,1207.3,5.7,0.47,145.04,-0.54,-0.37
20020903,1199,-8.3,-0.69,145.54,0.5,0.34
20020904,1196.8,-2.2,-0.18,144.97,-0.57,-0.39
20020905,1197.2,0.4,0.03,144.39,-0.58,-0.4
20020906,1195.5,-1.7,-0.14,144.24,-0.15,-0.1
20020909,1196.1,0.6,0.05,144.33,0.09,0.06
20020910,1198.2,2.1,0.18,144.5,0.17,0.12
20020911,1203,4.8,0.4,144.82,0.32,0.22
20020912,1204.1,1.1,0.09,145.32,0.5,0.35
20020913,1199.5,-4.6,-0.38,145.33,0.01,0.01
20020916,1213,13.5,1.13,145.15,-0.18,-0.12
20020917,1217.3,4.3,0.35,147.07,1.92,1.32
20020918,1212.4,-4.9,-0.4,147.28,0.21,0.14
20020919,1211.1,-1.3,-0.11,146.53,-0.75,-0.51
20020923,1222.2,11.1,0.92,146.27,-0.26,-0.18
20020924,1226.5,4.3,0.35,147.55,1.28,0.88
20020925,1222.9,-3.6,-0.29,148.1,0.55,0.37
20020926,1226.7,3.8,0.31,147.88,-0.22,-0.15
20020927,1225.6,-1.1,-0.09,148.28,0.4,0.27
20020930,1228.3,2.7,0.22,148.06,-0.22,-0.15
20021001,1230.3,2,0.16,148.53,0.47,0.32
20021002,1231,0.7,0.06,148.43,-0.1,-0.07
20021004,1230.9,-0.1,-0.01,148.66,0.23,0.15
20021007,1234.8,3.9,0.32,148.75,0.09,0.06
20021008,1242.1,7.3,0.59,149.49,0.74,0.5
20021009,1245.5,3.4,0.27,150.22,0.73,0.49
20021010,1247,1.5,0.12,150.43,0.21,0.14
20021011,1256.3,9.3,0.75,151.42,0.99,0.66
20021014,1260.8,4.5,0.36,152.36,0.94,0.62
20021015,1261.9,1.1,0.09,152.22,-0.14,-0.09
20021016,1265,3.1,0.25,152.57,0.35,0.23
20021017,1254.4,-10.6,-0.84,151.99,-0.58,-0.38
20021018,1243.8,-10.6,-0.85,150.54,-1.45,-0.95
20021021,1247.3,3.5,0.28,150.08,-0.46,-0.31
20021022,1239.5,-7.8,-0.63,150.31,0.23,0.15
20021023,1241,1.5,0.12,150.09,-0.22,-0.15
20021024,1230.9,-10.1,-0.81,149.5,-0.59,-0.39
20021025,1234,3.1,0.25,148.36,-1.14,-0.76
20021028,1232.5,-1.5,-0.12,148.68,0.32,0.22
20021029,1224.1,-8.4,-0.68,148.89,0.21,0.14
20021030,1231,6.9,0.56,148.25,-0.64,-0.43
20021031,1231.6,0.6,0.05,149.01,0.76,0.51
20021101,1225,-6.6,-0.54,147.99,-1.02,-0.68
20021104,1221.8,-3.2,-0.26,147.88,-0.11,-0.07
20021105,1215.6,-6.2,-0.51,147.36,-0.52,-0.35
20021106,1218.6,3,0.25,146.89,-0.47,-0.32
20021107,1215.1,-3.5,-0.29,147.39,0.5,0.34
20021108,1212.5,-2.6,-0.21,147.02,-0.37,-0.25
20021111,1200.5,-12,-0.99,146.23,-0.79,-0.54
20021112,1203,2.5,0.21,144.97,-1.26,-0.86
20021113,1206.1,3.1,0.26,145.4,0.43,0.3
20021114,1206.4,0.3,0.02,145.35,-0.05,-0.03
20021115,1209.1,2.7,0.22,145.94,0.59,0.41
20021118,1204.9,-4.2,-0.35,146.04,0.1,0.07
20021119,1208.4,3.5,0.29,145.74,-0.3,-0.21
20021120,1216.9,8.5,0.7,146.03,0.29,0.2
20021121,1215.4,-1.5,-0.12,146.95,0.92,0.63
20021122,1214.4,-1,-0.08,146.71,-0.24,-0.16
20021125,1214.7,0.3,0.02,146.61,-0.1,-0.07
20021126,1206.3,-8.4,-0.69,146.6,-0.01,-0.01
20021127,1203.6,-2.7,-0.22,145.63,-0.97,-0.66
20021128,1209.2,5.6,0.47,145.51,-0.12,-0.08
20021129,1207.1,-2.1,-0.17,145.91,0.4,0.27
20021202,1209.2,2.1,0.17,145.94,0.03,0.02
20021203,1216.9,7.7,0.64,146.34,0.4,0.27
20021204,1213.9,-3,-0.25,147.04,0.7,0.48
20021205,1219.5,5.6,0.46,146.95,-0.09,-0.06
20021206,1228.2,8.7,0.71,147.73,0.78,0.53
20021209,1211.6,-16.6,-1.35,148.36,0.63,0.43
20021210,1214.8,3.2,0.26,146.42,-1.94,-1.31
20021211,1218.6,3.8,0.31,146.93,0.51,0.35
20021212,1212.5,-6.1,-0.5,146.89,-0.04,-0.03
20021213,1207.5,-5,-0.41,146.44,-0.45,-0.31
20021216,1200.9,-6.6,-0.55,146.07,-0.37,-0.25
20021217,1203.7,2.8,0.23,145.24,-0.83,-0.57
20021218,1201.2,-2.5,-0.21,145.06,-0.18,-0.12
20021220,1202.8,1.6,0.13,144.99,-0.07,-0.05
20021223,1202.5,-0.3,-0.02,145.36,0.37,0.26
20021224,1202.5,0,0,145.3,-0.06,-0.04
20021226,1201.1,-1.4,-0.12,145.11,-0.19,-0.13
20021227,1197.5,-3.6,-0.3,145.01,-0.1,-0.07
20021230,1200.5,3,0.25,144.64,-0.37,-0.26
20021231,1188.5,-12,-1,145.02,0.38,0.26
20030102,1190.1,1.6,0.13,143.51,-1.51,-1.04
20030103,1196.7,6.6,0.55,143.83,0.32,0.22
20030106,1194.5,-2.2,-0.18,144.51,0.68,0.47
20030107,1187.2,-7.3,-0.61,143.97,-0.54,-0.37
20030108,1189.9,2.7,0.23,143.44,-0.53,-0.37
20030109,1179,-10.9,-0.92,143.61,0.17,0.12
20030110,1179.1,0.1,0.01,142.51,-1.1,-0.77
20030113,1176.3,-2.8,-0.24,142.61,0.1,0.07
20030114,1177,0.7,0.06,142.2,-0.41,-0.29
20030115,1171.3,-5.7,-0.48,142.14,-0.06,-0.04
20030116,1174.3,3,0.26,141.8,-0.34,-0.24
20030117,1173.4,-0.9,-0.08,141.77,-0.03,-0.02
20030120,1173.6,0.2,0.02,141.79,0.02,0.01
20030121,1174.5,0.9,0.08,141.86,0.07,0.05
20030122,1175.6,1.1,0.09,142.23,0.37,0.26
20030123,1180,4.4,0.37,142.03,-0.2,-0.14
20030124,1172.3,-7.7,-0.65,142.35,0.32,0.23
20030127,1171.3,-1,-0.09,141.59,-0.76,-0.53
20030128,1171.7,0.4,0.03,141.41,-0.18,-0.13
20030129,1171.2,-0.5,-0.04,141.47,0.06,0.04
20030130,1171.3,0.1,0.01,141.42,-0.05,-0.04
20030203,1176.5,5.2,0.44,141.47,0.05,0.04
20030204,1179.2,2.7,0.23,142.28,0.81,0.57
20030205,1174.7,-4.5,-0.38,142.54,0.26,0.18
20030206,1177,2.3,0.2,141.85,-0.69,-0.48
20030207,1175.7,-1.3,-0.11,142.22,0.37,0.26
20030210,1191.2,15.5,1.32,142.56,0.34,0.24
20030211,1204,12.8,1.07,144.1,1.54,1.08
20030212,1203.5,-0.5,-0.04,145.91,1.81,1.26
20030213,1205.3,1.8,0.15,145.32,-0.59,-0.4
20030214,1200.9,-4.4,-0.37,145.3,-0.02,-0.01
20030217,1205.4,4.5,0.37,145.14,-0.16,-0.11
20030218,1206.8,1.4,0.12,145.84,0.7,0.48
20030219,1196.8,-10,-0.83,145.27,-0.57,-0.39
20030220,1197.7,0.9,0.08,144.78,-0.49,-0.34
20030221,1195.2,-2.5,-0.21,144.54,-0.24,-0.17
20030224,1193.7,-1.5,-0.13,144.26,-0.28,-0.19
20030225,1194.3,0.6,0.05,144.08,-0.18,-0.12
20030226,1185.5,-8.8,-0.74,143.9,-0.18,-0.12
20030227,1187.7,2.2,0.19,143.49,-0.41,-0.28
20030228,1190.6,2.9,0.24,143.38,-0.11,-0.08
20030303,1194.3,3.7,0.31,143.8,0.42,0.29
20030304,1192.4,-1.9,-0.16,144.28,0.48,0.33
20030305,1193.5,1.1,0.09,144.15,-0.13,-0.09
20030306,1208.7,15.2,1.27,144.36,0.21,0.15
20030307,1219.6,10.9,0.9,145.95,1.59,1.1
20030310,1224.5,4.9,0.4,147.15,1.2,0.82
20030311,1235.8,11.3,0.92,148.49,1.34,0.91
20030312,1235.5,-0.3,-0.02,149.41,0.92,0.62
20030313,1253.5,18,1.46,149.49,0.08,0.05
20030314,1237,-16.5,-1.32,150.77,1.28,0.86
20030317,1237.5,0.5,0.04,149.93,-0.84,-0.56
20030318,1248,10.5,0.85,150.01,0.08,0.05
20030319,1252.5,4.5,0.36,150.97,0.96,0.64
20030320,1262.8,10.3,0.82,151.7,0.73,0.48
20030321,1250,-12.8,-1.01,151.48,-0.22,-0.15
20030324,1254.3,4.3,0.34,150.97,-0.51,-0.34
20030325,1248.5,-5.8,-0.46,151.15,0.18,0.12
20030326,1246.2,-2.3,-0.18,150.55,-0.6,-0.4
20030327,1244.5,-1.7,-0.14,150.39,-0.16,-0.11
20030328,1252.6,8.1,0.65,150.36,-0.03,-0.02
20030331,1258.3,5.7,0.46,151.37,1.01,0.67
20030401,1252.5,-5.8,-0.46,151.98,0.61,0.4
20030402,1258.3,5.8,0.46,151.53,-0.45,-0.3
20030403,1254,-4.3,-0.34,151.49,-0.04,-0.03
20030404,1257.6,3.6,0.29,151.61,0.12,0.08
20030407,1258.3,0.7,0.06,151.99,0.38,0.25
20030408,1255.4,-2.9,-0.23,151.86,-0.13,-0.09
20030409,1253.6,-1.8,-0.14,151.62,-0.24,-0.16
20030410,1242.9,-10.7,-0.85,151.42,-0.2,-0.13
20030411,1226,-16.9,-1.36,149.78,-1.64,-1.08
20030414,1225,-1,-0.08,148.15,-1.63,-1.09
20030415,1218.2,-6.8,-0.56,147.88,-0.27,-0.18
20030416,1217.7,-0.5,-0.04,147.07,-0.81,-0.55
20030417,1211.9,-5.8,-0.48,146.97,-0.1,-0.07
20030418,1205.6,-6.3,-0.52,146.13,-0.84,-0.57
